영화제목,코드,장르,감독,주연배우
의식,19718225,"코미디,드라마",오시마 나기사,"사토 케이, 카와라자키 켄조"
장고:분노의 추적자,20126306,"서부극(웨스턴),드라마",쿠엔틴 타란티노,"레오나르도 디카프리오, 제이미 폭스, 크리스토프 왈츠, 케리 워싱턴, 사무엘 L. 잭슨, 커트 러셀"
수면의 과학,20060365,"코미디,판타지",미셸 공드리,"가엘 가르시아 베르날(스테판 미루), 샤를로뜨 갱스부르(스테파니 )"
성난 파도,20135743,"액션,어드벤처",에드워드 루드비히,"존 웨인(롤스), 게일 러셀(안제리크 ), 직 영(샘)"
일본춘가고,19678096,드라마,오시마 나기사,이타미 주조
친구 여친 꼬셔 몰래 삽입,20226858,성인물(에로),Null,Null
내가 첫 경험 시켜준 과외 누나,20226870,성인물(에로),Null,Null
폭풍의 언덕,19398015,드라마,윌리엄 와일러,"로렌스 올리비에, 메를 오베론"
제6회 부산인터시티영화제 부산,20226828,기타,Null,Null
제6회 부산인터시티영화제 인터시티04,20226827,기타,Null,Null
붉은 시편,20050210,드라마,미클로스 얀초,헤르지 체르할미
숙모관계,20225789,"멜로/로맨스,드라마,성인물(에로)",Null,Null
죽여주는 여자,20226449,"멜로/로맨스,드라마,성인물(에로)",Null,Null
제6회 부산인터시티영화제 인터시티03,20226826,기타,Null,Null
도망친 여자,20205001,드라마,홍상수,"김민희(감희), 서영화, 송선미, 김새벽, 권해효, 강이서(면접여자)"
크라이오,20226583,SF,Null,Null
줄탁동시,20110985,드라마,김경묵,"이바울(준), 염현준(현), 김새벽(순희), 임형국(성훈)"
한여름의 판타지아,20147803,드라마,장건재,"김새벽, 이와세 료, 임형국(태훈)"
전장의 크리스마스,20142159,"드라마,전쟁",오시마 나기사,"데이빗 보위, 톰 콘티"
제16회 안양여성인권영화제 3회차,20226911,기타,Null,Null
제16회 안양여성인권영화제 4회차,20226912,다큐멘터리,Null,Null
제16회 안양여성인권영화제 5회차,20226913,드라마,Null,Null
원스 어폰 어 타임... 인 할리우드,20199446,"드라마,코미디",쿠엔틴 타란티노,"레오나르도 디카프리오, 브래드 피트, 마고 로비"
일본의 밤과 안개,20226856,드라마,오시마 나기사,"쿠와노 미유키, 와타나베 후미오, 츠가와 마사히코"
파리의 연인,19578009,"멜로/로맨스,코미디,뮤지컬",스탠리 도넌,"오드리 헵번(조 스톡턴), 프레드 아스테어(딕 에버리)"
실버라이닝 플레이북,20123484,"멜로/로맨스,코미디,드라마",데이빗 O. 러셀,"제니퍼 로렌스(티파니), 브래들리 쿠퍼(팻 솔리타노), 로버트 드 니로(팻 아버지)"
국경의 왕,20176006,드라마,임정환,"김새벽(유진), 조현철(동철), 박진수(세르게이), 이유진(은경), 임철(유령), 박상용(전도사), 임정환(정환)"
풀잎들,20180401,드라마,홍상수,"김민희(아름), 정진영(경수), 기주봉(창수), 서영화, 김새벽(지영), 공민정(미나)"
오렌지필름 기획전 - 빙글빙글 박세영랜드 / 박세영 감독전,20226811,기타,Null,Null
트립 투 잉글랜드,20157998,"코미디,드라마",마이클 윈터바텀,"스티브 쿠건, 롭 브라이든"
제6회 부산인터시티영화제 드로잉시티01,20226829,기타,Null,Null
대결,20226880,드라마,Null,Null
제6회 부산인터시티영화제 드로잉시티02,20226807,다큐멘터리,Null,Null
초행,20174601,드라마,김대환,"김새벽, 조현철(수현 )"
제6회 부산인터시티영화제 인터시티02,20226825,기타,Null,Null
검거,20226866,드라마,Null,Null
제6회 부산인터시티영화제 인터시티01,20226803,기타,Null,Null
레미제라블,20128274,드라마,톰 후퍼,"휴 잭맨, 러셀 크로우, 앤 해서웨이, 아만다 사이프리드, 헬레나 본햄 카터"
천년호,19698052,"사극,공포(호러)",신상옥,김혜정
교사형,19688119,드라마,오시마 나기사,"아다치 마사오, 이시도 토시로"
감각의 제국,19760001,"드라마,성인물(에로)",오시마 나기사,"나카지마 아오이(이시다 토쿠), 후지 타츠야(이시다 키치로), 마츠다 에이코(아베 사다 )"
강을 건너는 사람들,20226820,기타,Null,Null
노다지,19618028,드라마,정창화,"김승호, 황해, 엄앵란, 허장강"
누에치던 방,20160484,드라마,이완민,"이상희(채미희), 홍승이(조성숙), 김새벽(여고생/김유영), 이선호(오두민), 임형국(김익주)"
세 가지 색 : 블루,19940161,드라마,크지슈토프 키에슬로프스키,"위그 웨스태르, 줄리엣 비노쉬"
너에게 닿기를,20226822,다큐멘터리,Null,Null
아뉴스 데이,20226867,드라마,Null,Null
인생은 뷰티풀: 비타돌체,20226879,"다큐멘터리,공연",김선형|오윤동,김호중
홈리스,20209934,"드라마,가족",임승현,"전봉석, 박정연"
썬더버드,20224717,드라마,이재원,"서현우(태균), 이명로(태민), 이설(미영)"
누구를 위하여 종은 울리나,20100359,"드라마,멜로/로맨스,전쟁",샘 우드,"잉그리드 버그만, 게리 쿠퍼"
환생한 섹스 9단 무삭제,20226752,"성인물(에로),드라마",Null,Null
나의 굿 섹스파트너,20226753,"성인물(에로),드라마",Null,Null
카르멘,20185925,"공연,멜로/로맨스",Null,Null
안나 카레니나,20185484,뮤지컬,신예지,에카테리나 구세바
7일간의 스와핑,20226741,성인물(에로),Null,Null
항거:유관순 이야기,20196601,드라마,조민호,"고아성(유관순), 김새벽(김향화), 정하담, 류경수(정춘영), 신영주(노순경), 정하담(이옥이)"
돌아가는 길,20187341,드라마,Null,Null
흉,20183444,드라마,최정연,심달기(정선)
쓰리룸,20177326,"멜로/로맨스,드라마",이나연,"이명하(명하), 김종구(춘식), 이혜린(명선)"
자유로,20172521,드라마,황슬기,
텔미썸딩,19990059,"스릴러,미스터리",장윤현,"한석규(조 형사), 심은하(채수연), 유준상(김기연), 염정아(오승민)"
블랙잭,19970018,"미스터리,범죄,액션",정지영,"강수연, 최민수, 유해진, 문철재"
꿈,19900087,"멜로/로맨스,사극",배창호,"안성기, 황신혜, 최종원(평목), 정보석"
안개,19678038,79분0초,Null,Null
드래곤볼 슈퍼: 슈퍼 히어로,20225057,"애니메이션,액션,어드벤처",코다마 테츠로,"노자와 마사코(손오반/손오공/손오천), 후루카와 토시오(피콜로), 호리카와 료(베지터), 타나카 마유미(크리링)"
이조잔영,19678078,드라마,신상옥,"오영일, 문희, 이대엽"
미스비헤이비어,20208264,드라마,필립파 로소프,"키이라 나이틀리(샐리 알렉산더), 제시 버클리(조 로빈슨), 구구 바샤-로(제니퍼 호스텐), 수키 워터하우스(산드라 월스펠트 ), 레슬리 맨빌(돌로레스 호프), 킬리 호위스(줄리아 몰리), 리스 이판(에릭 몰리 ), 그렉 키니어(밥 호프), 필리스 로건(에블린 알렉산더)"
8월의 크리스마스,19980036,"멜로/로맨스,드라마",허진호,"한석규(정원), 심은하(다림)"
황야의 귀부인,20120431,서부극(웨스턴),머빈 르로이,"그리어 가슨, 다나 앤드류스, 카메론 미첼, 로이스 스미스"
몬테크리스토,20199435,"뮤지컬,공연",이동원,신예지(영상프로듀서)
사이판 로맨스 섹스본능,20226286,"성인물(에로),드라마,멜로/로맨스",이시영,민도윤(킬러)
남편을 위해 당하는 아내,20226934,성인물(에로),Null,Null
월세 내는 아내의 가랑이,20226952,성인물(에로),Null,Null
헨리 5세,19448011,"드라마,전쟁",로렌스 올리비에,"레슬리 뱅크스, 에스몬드 나이트, 로버트 뉴튼, 로렌스 올리비에"
예리의 첫경험 무삭제,20224834,"멜로/로맨스,드라마,성인물(에로)",Null,Null
알라딘,20183867,"어드벤처,가족,판타지",가이 리치,"메나 마수드, 윌 스미스, 나오미 스콧"
맨체스터 바이 더 씨,20167645,드라마,케네스 로너건,"케이시 애플렉, 미쉘 윌리엄스, 카일 챈들러"
기기묘묘,20226823,공포(호러),이탁|남순아|심규호|김동식,"금동호(청년), 이양희(괴인), 이장유(낚시가게 아저씨), 이재일(스턴트), 장준휘(성근), 김아석(종훈), 김최용준(남자), 김대중(성근 부 목소리), 오민애(서암댁), 김재화(화천댁), 한해인(효은), 유병용(선우)"
부적: 남의 운을 빼앗는 자,20226799,"액션,드라마",김세성,"주영호(기삼), 권해성(운철), 천지유(젊은 역술인), 이용헌(용진)"
미션 투 베를린,20225255,"전쟁,액션",칼럼 번,칼럼 번
셰익스피어 인 러브,19990138,"드라마,멜로/로맨스",존 매든,"제프리 러쉬, 기네스 팰트로우, 조셉 파인즈"
마농 레스코,20202581,공연,Null,Null
블레이즈,20225549,"멜로/로맨스,드라마,뮤지컬",에단 호크,"벤 딕키(블레이즈), 알리아 쇼캣(시빌)"
맥베스,20134877,드라마,오손 웰즈,"오손 웰즈, 윌리엄 앨런드, 에드가 바리에"
오버로드: 11구역,20190350,공포(호러),레오 셔먼,"로지프 서덜랜드, 로버트 스타드로버"
배틀 오브 머신,20157623,"액션,SF",크리스토퍼 해튼,돌프 룬드그렌
아이언스카이 무삭제감독판,20142859,"SF,액션,코미디",티모 부오렌솔라,"줄리아 디에체, 우도 키에르"
인크레더블 손오공,20193426,액션,Null,Null
내아내의여제자_무삭제,20227091,"멜로/로맨스,성인물(에로)",Null,Null
로마의 휴일,20110026,"코미디,드라마,멜로/로맨스",윌리엄 와일러,"그레고리 펙(조 브래들리), 오드리 헵번(앤 공주)"
쌍화점,20226941,드라마,Null,Null
적인걸: 음양사,20226940,액션,Null,Null
벽혈금의위,20225959,액션,Null,Null
밤과 낮 사이,20181572,"액션,전쟁,드라마",누날리 존슨,"에바 가드너, 더크 보가드"
커피와 담배,20060201,드라마,짐 자무시,로베르토 베니니(로베르토)
박서방,19600003,"가족,드라마",강대진,"김진규, 김혜정, 황정순, 엄앵란"
파라오,19558023,드라마,하워드 혹스,"잭 호킨스, 조안 콜린스, 듀이 마틴"
처음인데 너무 아프게 하지 마,20226599,성인물(에로),Null,Null
불륜의 맛이 느껴지는 입술,20226610,성인물(에로),Null,Null
젊음에 잠식당한 유부녀,20226815,성인물(에로),Null,Null
폭풍우 친구 부인과 둘만의 밤,20226816,성인물(에로),Null,Null
불륜 계약 옆방 아줌마,20227113,"성인물(에로),드라마",Null,Null
리어 왕,20134917,"드라마,전쟁,액션",피터 브룩,"수잔 엔젤, 시릴 쿠삭"
베르나르다 알바,20217384,"공연,뮤지컬",연태흠,"정영주, 황석정"
쟌다르크,20000094,"사극,드라마,전쟁",뤽 베송,"밀라 요보비치(잔 ), 존 말코비치(샤를 7세), 페이 더너웨이, 더스틴 호프만"
콜롬비아나,20111671,액션,올리비에 메가턴,"칼럼 블루, 조 샐다나(카탈리아 )"
수호지-명포영웅 호연작,20140105,액션,황조권,전소호
전국: 천하영웅의 시대,20137866,"액션,드라마,전쟁",금침,"김희선, 오진우, 손홍뢰"
기사도,20185043,"멜로/로맨스,전쟁",안드레 헌벨,"장 마레, 부르빌"
열정의 제국,20000272,"공포(호러),드라마",오시마 나기사,"후지 타츠야(토요지), 요시유키 카즈코(세키)"
미스테리 트레인,20157234,드라마,짐 자무시,"나가세 마사토시(준 역), 쿠도 유키(미츠코 역)"
릴리 슈슈의 모든 것,20050118,드라마,이와이 슌지,"이치하라 하야토, 오시나리 슈고"
햄릿,19920190,"드라마,사극",프랑코 제피렐리,"글렌 클로즈, 멜 깁슨"
다운 바이 로,20172761,"드라마,코미디",짐 자무쉬,"톰 웨이츠, 존 루리"
동경 이야기,19538011,드라마,오즈 야스지로,"치슈 류(히라야마 슈키시), 히가시야마 치에코(히라야마 토미)"
누나보다 맛있는 아줌마,20226871,성인물(에로),Null,Null
연애 초보 여동생과 섹스한 오빠,20226872,성인물(에로),Null,Null
오델로 ,19860124,사극,프랑코 제피렐리,"우르바노 바르베니니, 플라시도 도밍고, 카티아 리치아넬리, 주스티노 디아즈"
리스본행 야간열차,20147684,"미스터리,멜로/로맨스,스릴러",빌 어거스트,"제레미 아이언스, 멜라니 로랑, 잭 휴스턴, 마르티나 게덱"
애인교환커플섹스,20226953,"멜로/로맨스,성인물(에로)",Null,Null
지상의 밤,20080377,"드라마,코미디",짐 자무시,"지나 롤랜즈, 위노나 라이더, 아민 뮬러 스탈"
노틀담의 꼽추,19880104,"드라마,멜로/로맨스",장 들라누와,"안소니 퀸, 지나 롤로브리지다"
데드 맨,19980148,드라마,짐 자무쉬,"게리 파머, 랜스 헨릭슨"
영원한 휴가,20172744,드라마,Null,Null
이별의 아침에 약속의 꽃을 장식하자,20186282,"애니메이션,판타지,드라마",오카다 마리,"이와미 마나카, 이리노 미유"
마미,20141621,드라마,자비에 돌란,"앤 도벌, 안토니-올리버 피론, 수잔 클레망"
후아유,20020141,드라마,최호,"조승우(지형태), 이나영(서인주 역 )"
파계,19598021,드라마,프레드 진네만,"오드리 헵번, 피터 핀치"
여왕벌,19558046,95분0초,레이널드 맥두걸,조안 크로포드
우정어린 설복,19568019,"드라마,서부극(웨스턴),가족,전쟁",윌리엄 와일러,"게리 쿠퍼, 도로시 맥과이어, 안소니 퍼킨스"
남친 몰래 세워주는 여자들,20227134,"멜로/로맨스,드라마,성인물(에로)",Null,Null
며느리 아오이의 육체알바,20227118,"멜로/로맨스,성인물(에로),드라마",Null,Null
장모:딸보다 내가 잘하지?,20227117,"멜로/로맨스,성인물(에로),드라마",Null,Null
새엄마:동정은 못참아,20227135,"멜로/로맨스,성인물(에로),드라마",Null,Null
프린세스 아야,20196776,"판타지,뮤지컬",이성강,"백아연, 박진영"
인생은 아름다워,20198317,뮤지컬,최국희,"류승룡(강진봉), 염정아(오세연), 박세완(여고생 세연), 옹성우(정우)"
제로니모족의 역습,20120894,"서부극(웨스턴),드라마,어드벤처",루이스 R. 포스터,"로날드 레이건, 론다 플레밍, 브루스 버네트"
벤허,19590006,"드라마,액션",윌리엄 와일러,"찰톤 헤스톤, 잭 호킨스, 하야 할라이드, 스티븐 보이드"
람메르무어의 루치아 ,20227193,공연,Null,Null
끈적한 마사지가 좋아,20227120,"멜로/로맨스,성인물(에로),드라마",Null,Null
웰컴 투 X-월드,20196750,다큐멘터리,한태의,"최미경, 한흥만, 한태의"
친구부부와 2대2,20226652,성인물(에로),Null,Null
여교사의 수유 연습,20227121,"멜로/로맨스,성인물(에로),드라마",Null,Null
남편 상사의 거친 맛,20227119,"멜로/로맨스,성인물(에로),드라마",Null,Null
비스트,20226864,"공포(호러),드라마",발타자르 코루마쿠르,"이드리스 엘바(네이트), 샬토 코플리(마틴)"
1917,20192399,"드라마,전쟁",샘 멘데스,"조지 맥케이, 딘-찰스 채프먼, 콜린 퍼스, 베네딕트 컴버배치, 마크 스트롱, 앤드류 스캇, 리처드 매든, 애드리안 스카보로프"
카고,20226757,애니메이션,제임스 쿨렌 브레삭,"멜리사 조안 하트, 할리 조엘 오스먼트, 제이슨 미웨스"
불타는 전장,20129707,"드라마,전쟁",제스 히브즈,"오디 머피, 마샬 톰슨, 찰스 드레이크, 잭 켈리"
타이거즈,20225239,드라마,Null,Null
수정의 구조,20227231,드라마,Null,Null
내가 마지막 본 파리,20119443,멜로/로맨스,리차드 브룩스,"엘리자베스 테일러, 반 존슨"
서울의 지붕 밑,20153317,"코미디,드라마",이형표,"김승호, 허장강, 김희갑, 최은희, 김진규, 황정순"
팔리아치,20201161,공연,Null,Null
공중제비,20202506,기타,Null,Null
미드웨이,20196272,"액션,드라마",롤랜드 에머리히,"에드 스크레인, 패트릭 윌슨, 우디 해럴슨, 루크 에반스, 아사노 타다노부, 닉 조나스"
아웃포스트,20202341,"전쟁,드라마",로드 루리,"스콧 이스트우드, 케일럽 랜드리 존스, 올랜도 블룸"
왕의 이름으로 3,20158327,"액션,어드벤처,판타지,드라마",우베 볼,도미닉 퍼셀
안방으로 찾아가는 출장남,20227222,성인물(에로),Null,Null
귀멸의 칼날: 장구저택 편,20226201,애니메이션,소토자키 하루오,"하나에 나츠키(카마도 탄지로), 키토 아카리(카마도 네즈코), 시모노 히로(아가츠마 젠이츠), 마츠오카 요시츠구(하시바라 이노스케)"
컴백홈,20217624,"드라마,코미디",이연우,"송새벽, 라미란, 이범수, 이경영, 오대환"
전쟁과 평화,19770109,"드라마,멜로/로맨스,전쟁",킹 비더,"오드리 헵번, 헨리 폰다, 멜 페레, 비토리오 가스만"
미혹,20226877,"미스터리,공포(호러)",김진영,"박효주, 김민재, 차선우"
"우리의 식생활, 멸종을 부르다",20225185,다큐멘터리,Null,Null
아담,20209404,드라마,마리암 투자니,"루브나 아자발(아블라), 니스린 에라디(사미아), 두아이 벨카우다(와르다), 아지즈 하타브(슬리마니)"
당신의 이웃은 친절하지 않다,20223456,"미스터리,드라마,범죄,스릴러",안드로,"변동욱(병구), 조혜진(신부), 전지학(황사장)"
사바야,20225254,다큐멘터리,Null,Null
미싱타는 여자들,20209269,다큐멘터리,이혁래|김정영,"이숙희, 신순애, 임미경"
젊은 남자,19940005,드라마,배창호,"이정재(이한), 신은경(재이), 이응경(승혜), 김보연(손 실장), 전미선(진이)"
스틸 앨리스,20145042,드라마,리처드 글랫저|워시 웨스트모어랜드,"줄리안 무어, 알렉 볼드윈, 크리스틴 스튜어트, 케이트 보스워스"
거유녀의 섹스 취향,20227028,성인물(에로),Null,Null
위장,20227216,"드라마,코미디",Null,Null
대물에 헐어버린 어장 관리녀,20226995,성인물(에로),Null,Null
용서 없는 심판 ,20226832,성인물(에로),Null,Null
일주일간 매일 그 시간,20226831,성인물(에로),Null,Null
노크,20225244,드라마,Null,Null
코르작,20157349,드라마,안제이 바이다,보이체흐 스조니악
고래사냥,20080691,드라마,배창호,"김수철, 이미숙, 안성기, 이대근"
깊고 푸른 밤,20080693,"드라마,멜로/로맨스",배창호,"장미희, 안성기"
[커뮤니티시네마페스티벌 2022] 공통섹션1: 영화로운 우리,20227093,기타,Null,Null
페미니스트 리포스트,20227062,다큐멘터리,Null,Null
개미와 베짱이,20225216,다큐멘터리,Null,Null
닌자정사,20137801,"액션,드라마,스릴러",와타나베 세이키,나나우미 나나
밈 전쟁: 개구리 페페 구하기,20209403,다큐멘터리,Null,Null
여사친 정복하기,20224985,"멜로/로맨스,성인물(에로)",Null,Null
성덕,20211244,다큐멘터리,오세연,오세연
황금의 검,20227342,"액션,어드벤처",나단 주런,"록 허드슨, 파이퍼 로리"
허셀프,20223999,드라마,필리다 로이드,해리엇 월터
더 노비스,20224555,스릴러,로런 해더웨이,"이사벨 퍼만(알렉스), 에이미 포사이스(제이미)"
하숙집 처녀의 휴지통,20225165,"멜로/로맨스,성인물(에로)",Null,Null
클라라 솔라,20225241,드라마,Null,Null
적의 아이들,20225243,다큐멘터리,Null,Null
한 여름밤의 꿈,19990268,"코미디,판타지",마이클 호프만,"케빈 클라인, 미셀 파이퍼, 루퍼트 에버렛"
더 콰이어,20225242,다큐멘터리,Null,Null
조용한 태양의 해,19848311,"드라마,멜로/로맨스",크지쉬토프 자누쉬,스콧 윌슨
노회찬6411,20203824,다큐멘터리,민환기,"심재명, 이은, 최낙용, 조돈문(공동제작), 서은정(부제작)"
애프터: 관계의 함정,20210662,멜로/로맨스,캐스틸 랜던,"조세핀 랭포드, 히어로 파인즈 티핀"
애프터: 그 후,20202502,"멜로/로맨스,드라마",로저 컴블,"히어로 파인즈 티핀(하딘), 조세핀 랭포드(테사), 딜런 스프라우즈(트레버)"
방랑자들,20183914,"드라마,어드벤처",프레드 진네만,데보라 카
기쁜 우리 젊은 날,20080696,"드라마,멜로/로맨스",배창호,"안성기, 황신혜, 최불암, 전무송"
사랑의 연대기,20227232,드라마,Null,Null
아이들은 즐겁다,20217218,드라마,이지원,"이경훈(다이), 박예찬(민호), 홍정민(유진), 박시완(재경), 옥예린(시아)"
씨네필,20183070,다큐멘터리,Null,Null
[커뮤니티시네마페스티벌 2022] 공통섹션2: 연결된 우리 ,20227095,기타,Null,Null
정,19990082,"드라마,멜로/로맨스",배창호,"김유미(순이), 김명곤(덕순), 윤유선(복녀)"
보이지 않는 위협,20227061,다큐멘터리,Null,Null
여직원 돌려먹기,20227356,성인물(에로),Null,Null
신한솔 감독전 - 단편모음,20227341,기타,Null,Null
망고,20227359,기타,Null,Null
고고다이노 극장판: 얼음공룡의 비밀,20226739,애니메이션,이선명,"이민규(렉스), 전태열(핑/볼카 \t), 김은아(블랙제니), 엄상현(미스터블랙/안키\t), 성완경(사우론사우루스\t), 신용우(티록), 홍범기(트록), 김율(로키 ), 남도형(케티), 김명준(스톰), 천지선(포키), 김채하(페리), 이영아(비키), 최향윤(토모)"
하윤경 배우전(인디스데이),20225518,기타,Null,Null
세상에서 가장 아름다운 소년,20211089,다큐멘터리,Null,Null
욕창,20190465,드라마,심혜정,"김종구(강창식), 강애심(유수옥), 전국향(나길순)"
패러렐 마더스,20219344,"멜로/로맨스,스릴러",페드로 알모도바르,"페넬로페 크루즈(야니스), 밀레나 스밋(아나), 로시 드 팔마, 아이타나 산체스-기욘"
달이 지는 밤,20209132,드라마,김종관|장건재,"김금순(중년여인), 안소희(소녀), 강진아(송민재), 곽민규(이태규)"
더 와이프,20196323,드라마,비욘 룬게,"글렌 클로즈, 조나단 프라이스, 맥스 아이언스, 크리스찬 슬레이터"
드라큐라,19930072,"공포(호러),스릴러,드라마,멜로/로맨스",프란시스 포드 코폴라,"게리 올드만, 위노나 라이더"
스펜서,20210541,드라마,파블로 라라인,크리스틴 스튜어트(다이애나)
비브르 사 비,20050348,드라마,장 뤽 고다르,"안나 카리나(나나), 사디 레보트(라울), 안드레 S. 라바르트(폴)"
내언니전지현과 나,20205381,다큐멘터리,박윤진,"박윤진(내언니전지현), 최아현(레렐)"
듣보인간의 생존신고,20211540,다큐멘터리,Null,Null
약속의 땅,20191286,기타,Null,Null
운디네,20201173,"드라마,멜로/로맨스",크리스티안 펫졸드,"폴라 비어, 프란츠 로고스키"
피닉스,20168708,드라마,크리스티안 펫졸드,"니나 호스, 로널드 제르펠트"
웃는남자 감독판,20190385,공연,김수기,"박강현(그윈플렌), 양준모(우르수스), 민경아(데아), 신영숙(조시아나 공작부인), 조휘(데이빗 더리모어 경), 이상준(페드로), 김나윤(앤 여왕)"
애프터,20191604,"드라마,멜로/로맨스",제니 게이지,"히어로 파인즈 티핀, 조세핀 랭포드, 셀마 블레어, 제니퍼 빌즈, 피터 갤러거, 피아 미아"
트랜짓,20196938,"드라마,SF",크리스티안 펫졸드,"프란츠 로고스키, 폴라 비어"
내가 속한 나라,20168706,드라마,크리스티안 펫졸드,"줄리아 험머, 바바라 오어"
우리는 매일매일,20194915,다큐멘터리,강유가람,"허은주(키라), 김이승현(짜투리), 유여원(어라), 김혜정(오매), 강정임(흐른)"
극장판 헬로카봇: 수상한 마술단의 비밀,20226670,애니메이션,최신규|이슬기|정승원,"이지현(차탄), 조경이(삼순)"
킬빌,20030394,액션,쿠엔틴 타란티노,"우마 서먼, 루시 루"
킬 빌2,20040556,액션,쿠엔틴 타란티노,"우마 서먼, 데이빗 캐러딘"
북북서로 진로를 돌려라,19598007,"어드벤처,미스터리,멜로/로맨스",알프레드 히치콕,"캐리 그랜트(로저 O. 쏜힐), 에바 마리 세인트(이브 켄덜)"
여인의 초상,19970284,"드라마,사극",제인 캠피온,"니콜 키드먼, 존 말코비치, 마틴 도노반"
본 투 비 블루,20163164,드라마,로버트 뷔드로,"에단 호크, 카르멘 에조고"
판 타데우스,19991266,드라마,안제이 바이다,"다니엘 올브리치스키, 미할 제브로프스키, 그라지나 자폴로브스카"
옐라,20078695,"멜로/로맨스,스릴러",크리스티안 펫졸드,"니나 호스, 데비드 스트리에소브"
로저 코만의 세계,20198966,다큐멘터리,주연 로버트 드 니로 | 폴 W.S. 앤더슨 | 알란 애커쉬 | 에릭 벌포,"로버트 드 니로, 폴 W.S. 앤더슨, 알란 애커쉬, 에릭 벌포"
열망,20168707,드라마,크리스티안 펫졸드,"벤노 퓨어만, 니나 호스"
바바라,20135545,드라마,크리스티안 펫졸드,"니나 호스, 로널드 제르펠트, 라이너 보크"
러브 스토리,19960057,멜로/로맨스,배창호,"배창호, 김유미(김수인), 전무송, 김주연, 노정선(영화과 학생들), 최종원(성우 이야기 속 사매)"
늑대사냥,20211472,"액션,범죄",김홍선,"서인국(박종두), 장동윤(이도일), 최귀화(알파), 성동일(오대웅), 박호산(이석우), 정소민(이다연), 고창석(고건배), 장영남(최명주), 손종학(손수철), 이성욱(이경호), 홍지윤(송은지)"
로보카폴리 안전교실 교통편,20227366,애니메이션,엄준영,"엄상현(폴리), 박선영(엠버)"
"지금, 이대로가 좋아요",20080266,드라마,부지영,"공효진(명주), 신민아(명은)"
애프터: 에버 해피,20226568,멜로/로맨스,캐스틸 랜던,"조세핀 랭포드, 히어로 파인즈 티핀"
피아골,20100509,"드라마,전쟁",이강천,"노경희, 김진규, 허장강, 이예춘"
나의 특별한 형제,20185784,"드라마,코미디",육상효,"신하균(세하), 이광수(동구), 이솜(미현)"
노래방 유부녀들 무삭제,20226641,성인물(에로),Null,Null
중고마켓 : 쎅파 구하기,20227069,성인물(에로),Null,Null
정직한 후보2,20219628,코미디,장유정,"라미란(주상숙), 김무열(박희철), 윤경호(봉만식), 서현우(조태주), 박진주(봉만순)"
언니는 말괄량이,19618005,드라마,한형모,"김진규, 엄앵란, 문정숙, 이대엽"
내가 날 부를 때,20219739,드라마,주연 장자풍 | 주원원,"장자풍, 주원원"
마음의 행로,19428007,"드라마,멜로/로맨스",머빈 르로이,그리어 가슨
EBS친구들 씽씽 댄스파티,20226564,가족,Null,Null
가슴에 빛나는 별,20134726,"서부극(웨스턴),드라마",안소니 만,"헨리 폰다, 안소니 퍼킨스"
저지드레드 3D,20120661,"SF,액션",피트 트래비스,"칼 어번, 제이슨 코프, 올리비아 썰비"
아바타 리마스터링,20226957,"SF,어드벤처,액션,전쟁",제임스 카메론,"샘 워싱턴, 조 샐다나, 시고니 위버, 스티븐 랭"
사랑은 비를 타고,19528001,뮤지컬,진 켈리|스탠리 도넌,"진 켈리(돈 락우드 ), 도날드 오코너(코스모 브라운), 데비 레이놀즈(케이시 셀든)"
마지막 일몰,20140622,서부극(웨스턴),로버트 알드리치,"록 허드슨(다나 스트리블링 역), 커크 더글라스(브렌단 오말리 역), 도로시 말론( 브렉켄리지 역)"
아프리카의 여왕,19518011,"어드벤처,멜로/로맨스",존 휴스턴,"험프리 보가트, 캐서린 헵번"
지지,19588012,"코미디,뮤지컬,멜로/로맨스",빈센트 미넬리,"레슬리 카론(지지), 모리스 슈발리에(오노레 라샬리), 루이스 주르당(가스통 라샬리)"
유쾌한 과부,20207699,공연,Null,Null
9월 수요단편극장: 업사이드 다운! 장르 뒤집기,20227321,기타,Null,Null
복수,20227219,코미디,Null,Null
며느리의 다리사이,20227348,"멜로/로맨스,성인물(에로),드라마",Null,Null
이웃집 세 여자의 맛,20227377,성인물(에로),Null,Null
육덕가정부의 색다른 봉사,20227370,"멜로/로맨스,성인물(에로),드라마",Null,Null
새엄마의 뜨거운 사정,20227349,"멜로/로맨스,성인물(에로),드라마",Null,Null
데인저 파크,20226894,"액션,스릴러",M.J. 버세트,"레베카 로메인, 필립 윈체스터"
내 침대에 옆집여자가 잔다,20227371,"멜로/로맨스,성인물(에로),드라마",Null,Null
극장판 5등분의 신부,20226751,"애니메이션,드라마",진보 마사토,"마츠오카 요시츠구(우에스기 후타로), 하나자와 카나(나카오 이치카), 타케타츠 아야나(나카노 니노), 이토 미쿠(나카노 미쿠), 사쿠라 아야네(나카노 요츠바), 미나세 이노리(나카노 이츠키)"
거래완료,20200566,드라마,조경호,"전석호(광성), 태인호(석호), 조성하(사형수), 이원종(신사), 김민엽, 임승민(재하), 최예빈, 최희진, 채서은, 이규현, 엄서현, 이교형, 권일"
티파니에서 아침을,19618009,"드라마,멜로/로맨스",블레이크 에드워즈,"조지 페파드, 오드리 헵번"
플립,20177501,"드라마,멜로/로맨스",롭 라이너,"매들린 캐롤(줄리), 캘런 맥오리피(브라이스)"
9월 프레임 워크: 마리 멘켄 단편선,20227226,기타,Null,Null
